"20172519","20172519","*201725","default","2021-05-19 09:51:20","2021-05-19 09:51:30","2021-05-19 09:52:02","42","32","NORMAL_UNSPECIFIED","0f567985-964c-4d25-8e09-418efd570aef","","20172519","PCMU","PCMU"
"1000","1000","201725","default","2021-05-19 09:51:22","2021-05-19 09:51:32","2021-05-19 09:52:04","42","32","NORMAL_UNSPECIFIED","4223c7c9-f8eb-4e5c-a139-379efabe8a99","","1000","opus","opus"
"1000","1000","201725","default","2021-05-19 09:54:39","2021-05-19 09:54:49","2021-05-19 09:55:21","42","32","NORMAL_UNSPECIFIED","9868f952-eeb6-4b39-a63c-bc19630ec0f1","","1000","opus","opus"
"20172519","20172519","*201725","default","2021-05-19 09:54:41","2021-05-19 09:54:51","2021-05-19 09:55:23","42","32","NORMAL_UNSPECIFIED","dcee200e-4024-495f-a248-d0bd81022168","","20172519","PCMU","PCMU"
"20172519","20172519","*201725","default","2021-05-19 10:01:04","2021-05-19 10:01:14","2021-05-19 10:01:46","42","32","NORMAL_UNSPECIFIED","bf2bd146-a320-4c67-9fb8-9460ef5ac2b4","","20172519","PCMU","PCMU"
"1000","1000","201725","default","2021-05-19 10:01:05","2021-05-19 10:01:15","2021-05-19 10:01:47","42","32","NORMAL_UNSPECIFIED","03231040-0db0-42e3-9fcd-c1030ae5907c","","1000","opus","opus"
"1000","1000","201725","default","2021-05-19 10:05:36","2021-05-19 10:05:46","2021-05-19 10:06:18","42","32","NORMAL_UNSPECIFIED","cffab743-1ccf-4056-8274-810745b83a14","","1000","opus","opus"
"20172519","20172519","*201725","default","2021-05-19 10:05:37","2021-05-19 10:05:47","2021-05-19 10:06:19","42","32","NORMAL_UNSPECIFIED","8ba7630e-50e1-4275-9d11-3d94b42acc2d","","20172519","PCMU","PCMU"
"20172519","20172519","*201725","default","2021-05-19 10:07:48","2021-05-19 10:07:58","2021-05-19 10:08:30","42","32","NORMAL_UNSPECIFIED","abffc5fc-5d4f-46ec-9572-357e5e2a67e9","","20172519","PCMU","PCMU"
"1000","1000","201725","default","2021-05-19 10:07:48","2021-05-19 10:07:58","2021-05-19 10:08:31","43","33","NORMAL_UNSPECIFIED","b8fa7c7e-b60f-43a2-a057-f0ecbdcc469e","","1000","opus","opus"
"1000","1000","201725","default","2021-05-19 10:09:20","2021-05-19 10:09:30","2021-05-19 10:10:02","42","32","NORMAL_UNSPECIFIED","663cb8b8-7b6b-474b-bcc9-bcb30e04f9eb","","1000","opus","opus"
"20172519","20172519","1000","default","2021-05-19 22:13:20","","2021-05-19 22:13:49","29","0","ORIGINATOR_CANCEL","5aef67e2-4144-45f9-88ce-dd353c37342e","","20172519","PCMU","PCMU"
"20172519","20172519","1000","default","2021-05-19 22:19:01","2021-05-19 22:19:41","2021-05-19 22:20:13","72","32","NORMAL_UNSPECIFIED","dae9e8a5-793a-40f6-8fe1-74d5471ffb22","5895d8c9-f57c-4c34-a7ce-202dbab193e1","20172519","PCMU","PCMU"
"Extension 20172519","20172519","voicemail","default","2021-05-19 22:19:42","","2021-05-19 22:20:13","31","0","ORIGINATOR_CANCEL","16722aa1-e830-4bce-b3b8-47386ed9dc2d","","","PCMU","PCMU"
